source,target
A comic sendup of TED2006,Nerdcore comedy
A comic sendup of TED2006,"Global warming's theme song, ""Manhattan in January"""
A comic sendup of TED2006,Why people believe weird things
A comic sendup of TED2006,Play! Experiment! Discover!
A comic sendup of TED2006,A smog vacuum cleaner and other magical city designs
"""La Vie en Rose""",A mockingbird remix of TED2006
"""La Vie en Rose""",Nerdcore comedy
"""La Vie en Rose""","Global warming's theme song, ""Manhattan in January"""
"""La Vie en Rose""",This is what it's like to go undercover in North Korea
"""La Vie en Rose""","""Kiteflyer's Hill"""
"""La Vie en Rose""",The secret of the bat genome
Technology's long tail,"The next 5,000 days of the web"
Technology's long tail,The genesis of Google
Technology's long tail,The new power of collaboration
Technology's long tail,Technology's epic story
Technology's long tail,How technology evolves
Technology's long tail,Are droids taking our jobs?
Cape Breton fiddling in reel time,An 11-year-old's magical violin
Cape Breton fiddling in reel time,"""Mother of Pearl,"" ""If I Had You"""
Cape Breton fiddling in reel time,"A string quartet plays ""Blue Room"""
Cape Breton fiddling in reel time,The boiling river of the Amazon
Cape Breton fiddling in reel time,What rivers can tell us about the earth's history
Cape Breton fiddling in reel time,"How I brought a river, and my city, back to life"
The genesis of Google,"The next 5,000 days of the web"
The genesis of Google,Google's driverless car
The genesis of Google,Everyday compassion at Google
The genesis of Google,The moral bias behind your search results
The genesis of Google,The Web as a city
The genesis of Google,"Beware online ""filter bubbles"""
"""Black Men Ski""","""Thula Mama"""
"""Black Men Ski""","Global warming's theme song, ""Manhattan in January"""
"""Black Men Ski""",Wake up! It's They Might Be Giants!
"""Black Men Ski""",How to overcome our biases? Walk boldly toward them
"""Black Men Ski""",The racial politics of time
"""Black Men Ski""",An interview with the founders of Black Lives Matter
The ghastly tragedy of the suburbs,What squatter cities can teach us
The ghastly tragedy of the suburbs,The hidden world of shadow cities
The ghastly tragedy of the suburbs,Let's rethink America's military strategy
The ghastly tragedy of the suburbs,Why glass towers are bad for city life -- and what we need instead
The ghastly tragedy of the suburbs,How to reinvent the apartment building
The ghastly tragedy of the suburbs,Architecture at home in its community
Human-centered design,Designing objects that tell stories
Human-centered design,Design is in the details
Human-centered design,Designing for simplicity
Human-centered design,Designers -- think big!
Human-centered design,Design and the Elastic Mind
Human-centered design,"How giant websites design for you (and a billion others, too)"
What squatter cities can teach us,The hidden world of shadow cities
What squatter cities can teach us,The ghastly tragedy of the suburbs
What squatter cities can teach us,A song of the city
What squatter cities can teach us,How an obese town lost a million pounds
What squatter cities can teach us,The 4 commandments of cities
What squatter cities can teach us,A new vision for rebuilding Detroit
How brain science will change computing,3 clues to understanding your brain
How brain science will change computing,A look inside the brain in real time
How brain science will change computing,A computer that works like the brain
How brain science will change computing,What happens in your brain when you pay attention?
How brain science will change computing,Get ready for hybrid thinking
How brain science will change computing,This is your brain on communication
Swim with the giant sunfish,Underwater astonishments
Swim with the giant sunfish,The shrimp with a kick!
Swim with the giant sunfish,The emergent genius of ant colonies
Swim with the giant sunfish,Tagging tuna in the deep ocean
Swim with the giant sunfish,The ocean's shifting baseline
Swim with the giant sunfish,The four fish we're overeating -- and what to eat instead
How PhotoSynth can connect the world's images,Visualizing the wonder of a living cell
How PhotoSynth can connect the world's images,Free or cheap Wii Remote hacks
How PhotoSynth can connect the world's images,Rethink the desktop with BumpTop
How PhotoSynth can connect the world's images,Tour Microsoft's Virtual Earth
How PhotoSynth can connect the world's images,Photos that changed the world
How PhotoSynth can connect the world's images,Augmented-reality maps
Salvation (and profit) in greentech,A critical look at geoengineering against climate change
Salvation (and profit) in greentech,New thinking on the climate crisis
Salvation (and profit) in greentech,Invest in Africa's own solutions
Salvation (and profit) in greentech,A climate solution where all sides can win
Salvation (and profit) in greentech,Averting the climate crisis
Salvation (and profit) in greentech,Climate change is happening. Here's how we adapt
Want to help Africa? Do business here,A commodities exchange for Ethiopia
Want to help Africa? Do business here,"The ""bottom billion"""
Want to help Africa? Do business here,Invest in Africa's own solutions
Want to help Africa? Do business here,How Africa can keep rising
Want to help Africa? Do business here,Why invest in Africa
Want to help Africa? Do business here,Africa's cheetahs versus hippos
Rethink the desktop with BumpTop,How PhotoSynth can connect the world's images
Rethink the desktop with BumpTop,Free or cheap Wii Remote hacks
Rethink the desktop with BumpTop,A preview of the WorldWide Telescope
Rethink the desktop with BumpTop,The radical promise of the multi-touch interface
Rethink the desktop with BumpTop,The thrilling potential of SixthSense technology
Rethink the desktop with BumpTop,Pointing to the future of UI
We can be Buddhas,My wish: The Charter for Compassion
We can be Buddhas,The habits of happiness
We can be Buddhas,The life-long learner
We can be Buddhas,Expanding your circle of compassion
